Intensity_MaxHR_Pct,Duration_Hours,Training_Effectiveness
0.98,2.838,0.2176
0.609,2.314,0.4808
0.993,0.782,0.555
0.634,1.146,0.4475
0.926,2.467,0.3312
0.712,2.148,0.6863
0.653,2.344,0.6052
0.776,1.435,0.7719
0.858,2.206,0.6213
0.752,1.282,0.7363
0.622,0.792,0.2442
0.84,1.971,0.8587
0.961,2.933,0.1235
0.753,1.07,0.7266
0.687,1.491,0.5987
0.777,2.087,0.6983
0.619,1.716,0.4941
0.928,2.562,0.364
0.931,2.333,0.4464
0.835,0.363,0.5925
0.741,2.996,0.6538
0.92,2.307,0.4478
0.822,2.619,0.4881
0.93,2.023,0.5197
0.853,2.598,0.466
0.914,0.515,0.6188
0.839,1.174,0.6952
0.766,2.654,0.6815
0.983,0.765,0.6061
0.816,0.419,0.427
0.842,2.407,0.5387
0.688,2.539,0.628
0.85,0.655,0.6588
0.829,2.592,0.4579
0.674,2.123,0.6477
0.624,1.656,0.39
0.842,2.525,0.5225
0.905,1.374,0.7225
0.809,0.743,0.5886
0.691,0.998,0.4225
0.867,1.614,0.7638
0.632,1.688,0.4788
0.777,2.456,0.6553
0.665,2.416,0.5406
0.674,1.828,0.5778
0.681,2.386,0.4977
0.755,0.737,0.554
0.62,0.34,0.1383
0.759,2.646,0.5084
0.805,0.412,0.5066
0.793,0.891,0.7137
0.753,2.147,0.7105
0.936,1.346,0.6092
0.658,2.654,0.5892
0.802,1.034,0.6634
0.625,0.233,0.2308
0.628,1.042,0.3332
0.83,1.819,0.8314
0.826,1.253,0.8281
0.951,1.698,0.5105
0.823,2.654,0.5369
0.984,2.755,0.178
0.619,0.945,0.2396
0.639,1.494,0.4758
0.618,1.738,0.4585
0.674,2.858,0.5444
0.817,2.996,0.3463
0.858,0.859,0.7136
0.618,2.236,0.6271
0.978,1.258,0.5716
0.937,0.223,0.64
0.719,0.226,0.2869
0.631,1.49,0.4405
0.668,1.567,0.5394
0.651,0.263,0.2151
0.649,2.123,0.5856
0.807,1.023,0.7181
0.698,1.768,0.7411
0.743,1.043,0.6657
0.996,0.668,0.5308
0.874,1.34,0.7033
0.98,0.85,0.5915
0.657,1.697,0.6191
0.753,0.757,0.5779
0.822,1.624,0.9267
0.631,0.641,0.3282
0.602,2.079,0.5384
0.868,2.311,0.5184
0.857,0.509,0.4966
0.764,1.51,0.7903
0.796,0.398,0.5201
0.766,1.875,0.8901
0.61,0.94,0.3113
0.734,1.677,0.8209
0.671,1.649,0.5843
0.639,2.788,0.6156
0.983,1.737,0.4793
0.84,1.832,0.6805
0.891,1.325,0.677
0.726,2.857,0.5859
0.757,2.376,0.6662
0.695,0.999,0.4493
0.639,2.564,0.4522
0.672,1.411,0.5425
0.919,2.52,0.3618
0.871,2.504,0.4343
0.819,0.729,0.6234
0.79,2.163,0.753
0.969,1.014,0.5879
0.629,1.033,0.2375
0.712,1.03,0.5001
0.74,2.232,0.6709
0.913,0.844,0.6365
0.997,0.203,0.6614
0.696,2.203,0.6624
0.95,0.679,0.556
0.932,0.493,0.5569
0.69,0.865,0.4135
0.76,1.264,0.7913
0.764,1.533,0.7651
0.991,0.325,0.6564
0.672,2.918,0.5785
0.92,2.205,0.4676
0.734,1.105,0.6135
0.892,1.092,0.6021
0.768,1.456,0.7757
0.831,1.953,0.7458
0.933,0.61,0.4586
0.922,0.729,0.5794
0.947,2.606,0.3247
0.624,0.918,0.3404
0.877,1.265,0.6981
0.656,2.64,0.578
0.766,2.057,0.7288
0.819,1.157,0.7745
0.761,2.114,0.8141
0.808,0.255,0.5071
0.999,2.26,0.3014
0.654,1.564,0.5167
0.87,2.477,0.5285
0.758,2.873,0.4268
0.653,2.792,0.5652
0.663,2.746,0.603
0.98,1.634,0.5019
0.952,1.208,0.6025
0.963,1.502,0.5362
0.997,2.132,0.304
0.683,2.675,0.6003
0.742,0.78,0.491
0.868,2.771,0.3473
0.794,2.483,0.6076
0.767,2.941,0.4973
0.743,2.665,0.4771
0.838,0.984,0.7292
0.83,0.497,0.5844
0.665,0.514,0.2741
0.789,1.015,0.8261
0.821,1.92,0.7506
0.828,2.452,0.56
0.684,2.718,0.5503
0.897,1.947,0.6091
0.61,0.216,0.0808
0.742,0.722,0.4447
0.912,0.479,0.5418
0.826,1.217,0.7765
0.704,1.604,0.7455
0.878,0.322,0.6484
0.827,1.176,0.8367
0.918,0.702,0.5495
0.894,2.012,0.567
0.844,1.5,0.7957
0.795,1.587,0.9311
0.653,1.398,0.4998
0.705,2.877,0.4825
0.768,0.801,0.5684
0.84,1.647,0.8455
0.805,2.261,0.7171
0.715,1.759,0.7081
0.603,2.801,0.6427
0.798,1.258,0.6801
0.714,1.498,0.703
0.894,0.448,0.605
0.61,1.905,0.4595
0.834,1.007,0.6734
0.977,0.649,0.4795
0.67,1.725,0.6808
0.789,1.69,0.8009
0.637,0.412,0.2066
0.85,2.155,0.6901
0.82,1.947,0.8546
0.763,0.729,0.5488
0.809,1.514,0.8112
0.959,2.217,0.3777
0.679,1.682,0.6847
0.609,1.307,0.3776
0.945,1.103,0.535
0.831,1.909,0.6981
0.956,2.83,0.1356
0.839,2.081,0.7521
0.924,0.409,0.5524
0.772,1.49,0.7873
0.9,2.694,0.3138
0.965,0.464,0.5875
0.829,2.969,0.3871
0.672,2.857,0.5549
0.708,0.419,0.4054
0.679,2.814,0.6433
0.699,1.217,0.5094
0.723,2.565,0.6092
0.822,1.371,0.7769
0.835,1.434,0.7994
0.771,1.976,0.7963
0.846,2.369,0.5718
0.633,0.295,0.1684
0.635,1.861,0.5701
0.669,0.723,0.3663
0.807,1.169,0.7385
0.686,1.174,0.5091
0.713,1.513,0.6251
0.76,1.136,0.6698
0.925,0.501,0.671
0.606,0.608,0.1511
0.86,0.294,0.4605
0.868,1.517,0.7746
0.919,2.872,0.2515
0.973,0.524,0.5721
0.608,2.85,0.6815
0.662,2.253,0.6161
0.954,1.985,0.4175
0.783,2.007,0.7569
0.826,2.515,0.5309
0.865,0.499,0.6067
0.872,1.613,0.7291
0.973,2.152,0.2661
0.999,1.843,0.3812
0.888,2.532,0.3542
0.715,0.402,0.4568
0.952,2.134,0.3607
0.62,1.695,0.4781
0.692,1.262,0.5978
0.959,1.153,0.5453
0.702,1.938,0.6654
0.688,2.695,0.5925
0.655,1.589,0.625
0.944,2.509,0.3524
0.8,1.326,0.8854
0.87,0.487,0.509
0.696,0.372,0.3156
0.903,0.344,0.563
0.904,1.264,0.6837
0.725,1.144,0.7078
0.764,2.21,0.698
0.684,2.28,0.5927
0.991,0.342,0.6376
0.858,0.819,0.5564
0.974,0.968,0.5407
0.721,1.733,0.7262
0.913,0.605,0.5346
0.906,0.575,0.6315
0.877,2.843,0.2967
0.986,2.452,0.2375
0.757,0.706,0.5525
0.652,1.338,0.5601
0.869,1.196,0.7266
0.892,2.415,0.513
0.83,1.629,0.8576
0.683,0.558,0.3358
0.802,2.269,0.6274
0.725,1.311,0.616
0.771,0.936,0.6594
0.858,1.251,0.7267
0.898,1.594,0.7232
0.693,1.161,0.5944
0.762,0.877,0.6067
0.708,1.316,0.5843
0.679,0.254,0.2611
0.913,2.363,0.3812
0.964,0.679,0.5342
0.748,0.323,0.3365
0.901,2.03,0.5712
0.959,2.367,0.3827
0.938,2.479,0.3346
0.673,1.582,0.5723
0.983,0.775,0.4858
0.751,2.264,0.7127
0.736,2.159,0.6612
0.625,0.89,0.3121
0.794,2.73,0.4983
0.644,0.492,0.2716
0.699,2.952,0.5392
0.727,2.609,0.5808
0.924,2.126,0.5092
0.95,2.828,0.3144
0.721,2.222,0.7128
0.943,0.733,0.5737
0.943,1.438,0.5735
0.906,0.4,0.5346
0.659,1.291,0.45
0.876,2.276,0.5278
0.978,1.282,0.4817
0.873,1.125,0.7398
0.733,1.867,0.6957
0.8,2.642,0.6063
0.858,0.333,0.5639
0.804,1.279,0.8022
0.648,0.643,0.2817
0.725,2.147,0.6613
0.921,0.496,0.5853
0.945,2.061,0.503
0.655,1.001,0.3715
0.981,0.757,0.4873
0.732,2.822,0.576
0.865,0.252,0.5347
0.901,1.426,0.6223
0.925,0.261,0.5291
0.978,1.554,0.4387
0.725,1.603,0.7016
0.943,1.101,0.5687
0.653,0.57,0.2565
0.882,1.254,0.6788
0.897,2.082,0.534
0.871,2.391,0.5111
0.701,1.686,0.6887
0.949,1.852,0.4747
0.668,0.762,0.4195
0.621,1.005,0.3571
0.887,0.653,0.5144
0.79,0.898,0.6884
0.94,0.83,0.6137
0.753,1.654,0.7783
0.667,1.776,0.5236
0.935,2.846,0.2348
0.82,0.748,0.6231
0.676,1.997,0.5644
0.888,2.488,0.3742
0.804,1.769,0.8246
0.842,0.914,0.6703
0.784,0.935,0.6501
0.931,0.31,0.5665
0.932,1.055,0.5465
0.884,2.285,0.5121
0.642,0.333,0.211
0.936,0.814,0.5682
0.868,2.177,0.5276
0.879,2.391,0.4812
0.745,1.475,0.7167
0.952,2.155,0.417
0.89,1.286,0.7138
0.645,0.648,0.1938
0.763,1.315,0.8103
0.955,1.824,0.4274
0.619,2.855,0.6812
0.985,0.393,0.5977
0.872,1.621,0.6813
0.853,1.121,0.6764
0.708,1.623,0.7131
0.7,0.267,0.2585
0.977,1.076,0.5369
0.719,2.496,0.6876
0.91,1.751,0.5852
0.757,1.462,0.7949
0.656,0.999,0.4794
0.604,1.035,0.3199
0.818,1.273,0.7178
0.99,2.54,0.2379
0.748,2.908,0.4555
0.743,1.428,0.8282
0.738,1.301,0.6759
0.808,2.57,0.7061
0.776,1.395,0.8821
0.952,1.746,0.4664
0.802,0.847,0.6527
0.803,2.282,0.7139
0.655,1.69,0.6012
0.993,2.465,0.2503
0.7,2.386,0.6781
0.629,0.802,0.2837
0.865,2.204,0.5905
0.838,2.44,0.5498
0.766,1.169,0.7771
0.769,0.683,0.5658
0.914,0.207,0.5712
0.678,1.463,0.6298
0.928,1.187,0.5099
0.859,1.754,0.7711
0.768,0.727,0.5739
0.783,2.607,0.6505
0.703,0.922,0.4258
0.901,0.834,0.6958
0.805,1.546,0.8445
0.728,1.597,0.7698
0.838,0.802,0.73
0.998,0.961,0.5651
0.774,0.675,0.5721
0.968,2.212,0.361
0.738,2.356,0.6263
0.622,1.495,0.4526
0.682,2.199,0.5823
0.767,2.261,0.6911
0.688,0.587,0.2329
0.6,2.905,0.6473
0.966,2.499,0.264
0.938,0.773,0.5657
0.897,0.721,0.6132
0.667,0.552,0.2226
0.648,0.587,0.3625
0.627,2.295,0.5521
0.89,1.515,0.6976
0.972,2.392,0.2414
0.772,2.29,0.6852
0.648,1.893,0.6323
0.805,2.122,0.7874
0.74,0.251,0.3928
0.75,1.073,0.6981
0.849,1.986,0.7043
0.887,0.226,0.4621
0.644,0.292,0.1677
0.614,2.585,0.5653
0.998,2.115,0.3688
0.693,0.943,0.5011
0.622,2.126,0.6212
0.676,2.419,0.6523
0.616,1.059,0.3118
0.757,0.301,0.3042
0.921,2.812,0.3404
0.736,1.167,0.7424
0.778,0.498,0.4221
0.87,1.577,0.8261
0.804,2.352,0.6671
0.945,0.821,0.5873
0.946,0.955,0.6608
0.604,0.88,0.3306
0.911,2.977,0.2786
0.784,0.753,0.6205
0.996,1.811,0.4279
0.793,2.791,0.4784
0.995,0.611,0.5767
0.902,2.918,0.2341
0.699,2.853,0.5374
0.815,2.677,0.4907
0.997,0.801,0.5251
0.943,1.975,0.483
0.639,2.33,0.5509
0.883,2.961,0.3306
0.738,0.705,0.4199
0.603,2.345,0.5447
0.761,1.149,0.726
0.694,0.692,0.3833
0.928,1.38,0.6045
0.735,2.423,0.5514
0.931,1.502,0.6147
0.6,1.705,0.4883
0.723,2.986,0.5491
0.696,1.318,0.663
0.693,1.923,0.6713
0.627,1.223,0.427
0.675,1.3,0.5524
0.822,2.148,0.7435
0.717,2.826,0.469
0.767,1.719,0.7733
0.751,2.352,0.7379
0.95,0.45,0.4548
0.962,0.791,0.5618
0.797,1.606,0.9008
0.732,0.256,0.3328
0.643,0.908,0.3295
0.981,1.649,0.4652
0.624,0.242,0.1107
0.719,0.941,0.5521
0.719,1.639,0.6911
0.728,1.805,0.8014
0.666,2.792,0.6439
0.913,2.007,0.5426
0.649,1.361,0.4194
0.854,2.805,0.3779
0.65,2.398,0.5659
0.628,0.76,0.3008
0.964,0.566,0.5266
0.676,2.092,0.5786
0.929,1.768,0.5905
0.818,2.411,0.6559
0.631,2.269,0.5276
0.982,1.951,0.3225
0.699,2.962,0.7118
0.944,1.694,0.5763
0.668,0.517,0.2714
0.942,2.519,0.359
0.605,0.905,0.2664
0.805,2.376,0.6805
0.908,2.88,0.2861
0.974,2.151,0.3583
0.964,1.869,0.4449
0.928,1.489,0.5334
0.955,1.22,0.6596
0.68,1.188,0.4809
0.714,1.982,0.6303
0.716,2.304,0.6344
0.751,2.1,0.6838
0.757,0.756,0.5551
0.818,1.583,0.8703
0.664,2.417,0.634
0.876,1.532,0.7782
0.667,1.703,0.5769
0.724,2.359,0.6428
0.801,2.052,0.7821
0.919,1.346,0.547
0.896,2.707,0.3829
0.858,0.655,0.5267
0.662,2.987,0.6797
0.819,0.533,0.5281
0.635,0.242,0.1388
0.751,2.692,0.5204
0.765,0.886,0.5933
0.616,2.243,0.6599
0.71,2.471,0.6543
0.982,2.605,0.1312
0.981,2.976,0.1895
0.741,1.023,0.6929
0.617,2.189,0.5277
0.672,0.523,0.3107
0.757,1.339,0.7666
0.979,2.574,0.3223
0.656,1.229,0.4361
0.905,1.855,0.6195
0.643,1.611,0.5014
0.993,2.009,0.2821
0.753,2.924,0.6165
0.91,0.356,0.5004
0.737,1.807,0.7747
0.851,2.616,0.3877
0.677,1.548,0.5799
0.658,0.42,0.2597
0.975,1.77,0.4053
0.967,1.13,0.579
0.955,0.634,0.5612
0.85,2.577,0.5497
0.923,1.66,0.6667
0.628,2.813,0.5634
0.734,2.457,0.6254
0.725,2.14,0.7008
0.854,0.214,0.534
0.742,1.398,0.7514
0.659,0.753,0.3495
0.839,2.75,0.4365
0.926,0.689,0.5898
0.753,1.001,0.7142
0.653,1.647,0.5831
0.679,0.937,0.4816
0.695,0.788,0.4715
0.72,1.877,0.7149
0.857,0.449,0.5647
0.84,0.363,0.4639
0.878,1.242,0.7806
0.745,2.218,0.5548
0.93,1.753,0.5603
0.682,1.384,0.6409
0.788,1.784,0.7587
0.92,1.223,0.6493
0.672,2.821,0.5351
0.644,0.354,0.1744
0.953,2.085,0.4667
0.737,2.696,0.5731
0.874,2.451,0.3916
0.61,0.715,0.1795
0.876,1.029,0.7319
0.726,2.208,0.7005
0.622,0.436,0.2621
0.844,2.473,0.6283
0.696,2.213,0.6202
0.755,2.243,0.8195
0.632,0.481,0.2059
0.659,2.21,0.5383
0.719,2.103,0.6577
0.636,2.527,0.4592
0.964,0.316,0.6738
0.602,0.265,0.1761
0.794,1.244,0.737
0.649,0.617,0.2652
0.723,1.763,0.7412
0.97,2.769,0.1383
0.665,1.296,0.4272
0.986,2.566,0.2019
0.682,0.201,0.2116
0.897,0.672,0.5748
0.819,0.285,0.49
0.954,1.119,0.6405
0.822,2.743,0.4624
0.814,0.471,0.5332
0.678,1.898,0.6642
0.666,1.464,0.585
0.967,2.828,0.1472
0.731,0.543,0.4311
0.749,0.794,0.5851
0.904,0.283,0.4949
0.736,1.415,0.8017
0.981,0.978,0.6181
0.895,2.636,0.343
0.839,1.894,0.7762
0.952,1.919,0.4985
0.62,1.689,0.4581
0.703,0.457,0.3641
0.786,1.446,0.8342
0.691,2.999,0.4786
0.898,2.539,0.4307
0.968,2.702,0.1544
0.77,2.505,0.6559
0.737,0.489,0.3846
0.985,0.837,0.5482
0.778,0.209,0.4731
0.796,1.05,0.7505
0.741,0.504,0.3767
0.964,1.524,0.4653
0.828,2.096,0.6909
0.905,2.649,0.3739
0.925,2.298,0.4441
0.737,2.828,0.4942
0.773,0.351,0.3777
0.939,0.234,0.5922
0.745,2.052,0.7286
0.918,1.01,0.7284
0.976,0.91,0.5565
0.849,1.126,0.8297
0.897,0.955,0.5833
0.922,1.632,0.5271
0.938,1.432,0.5291
0.758,1.635,0.8673
0.621,2.084,0.6235
0.761,1.284,0.7209
0.87,0.904,0.6377
0.78,0.665,0.4979
0.9,1.179,0.5772
0.743,2.277,0.712
0.854,2.319,0.5991
0.675,2.067,0.6164
0.9,0.855,0.5519
0.818,1.847,0.888
0.682,1.798,0.6095
0.717,1.556,0.7388
0.899,1.74,0.5802
0.793,1.577,0.8312
0.686,1.783,0.6609
0.987,2.203,0.329
0.886,0.507,0.5764
0.983,2.299,0.3186
0.771,0.58,0.4538
0.79,0.387,0.481
0.959,2.933,0.1707
0.81,2.88,0.4633
0.883,0.369,0.5508
0.701,1.441,0.5867
0.779,0.721,0.5108
0.649,1.559,0.4178
0.682,2.524,0.6274
0.6,2.862,0.6605
0.616,1.976,0.5606
0.991,1.191,0.5298
0.697,1.889,0.5636
0.865,1.074,0.6554
0.936,2.748,0.2681
0.82,2.637,0.5236
0.661,1.763,0.572
0.891,1.109,0.6931
0.84,1.021,0.7174
0.893,0.294,0.5506
0.908,2.484,0.371
0.99,1.461,0.5257
0.829,1.11,0.7281
0.737,1.519,0.6906
0.859,2.492,0.4684
0.627,0.549,0.1967
0.959,2.601,0.3044
0.648,2.713,0.5757
0.731,2.851,0.5268
0.926,1.313,0.555
0.839,0.808,0.6872
